Ticker,AMZN,AMZN,AMZN,AMZN,AMZN,TSLA,TSLA,TSLA,TSLA,TSLA,AAPL,AAPL,AAPL,AAPL,AAPL,MSFT,MSFT,MSFT,MSFT,MSFT,PLTR,PLTR,PLTR,PLTR,PLTR
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-02 14:30:00+00:00,152.0,152.3800048828125,148.63999938964844,148.6898956298828,12877963,250.0,251.25,244.41000366210938,249.61000061035156,36427280,187.80099487304688,188.44000244140625,186.00999450683594,186.1898956298828,21173291,375.5,375.8999938964844,366.77099609375,368.29998779296875,6438914,16.950000762939453,16.950000762939453,16.530000686645508,16.770000457763672,14582784
2024-01-02 15:30:00+00:00,148.67999267578125,149.99000549316406,148.38999938964844,149.96009826660156,5385584,249.60000610351562,250.25999450683594,246.82000732421875,250.0,16932853,186.17999267578125,186.90499877929688,185.18429565429688,186.80499267578125,9010595,368.25,369.9800109863281,367.0,369.9700012207031,2726569,16.770000457763672,16.809999465942383,16.665000915527344,16.809999465942383,4983261
2024-01-02 16:30:00+00:00,149.96499633789062,150.9499969482422,149.86000061035156,149.87660217285156,4647258,249.9940948486328,251.0,247.9416961669922,248.35000610351562,12121725,186.8000030517578,187.35000610351562,186.57000732421875,186.61500549316406,6143754,369.9599914550781,371.3599853515625,369.8999938964844,370.47698974609375,1957295,16.804399490356445,16.8799991607666,16.7549991607666,16.809999465942383,3041114
2024-01-02 17:30:00+00:00,149.8800048828125,150.14999389648438,149.48500061035156,149.84010314941406,2779099,248.35499572753906,249.13299560546875,247.0,248.35169982910156,9300163,186.61500549316406,187.0399932861328,185.25999450683594,185.2949981689453,5381701,370.474609375,371.0199890136719,369.1400146484375,369.6300048828125,1609221,16.815000534057617,16.86870002746582,16.68320083618164,16.700000762939453,3266528
2024-01-02 18:30:00+00:00,149.84500122070312,150.1074981689453,149.14999389648438,149.60499572753906,2593717,248.38999938964844,249.3800048828125,247.3000030517578,248.13720703125,8770028,185.2899932861328,185.5399932861328,184.22999572753906,184.4949951171875,7228643,369.635009765625,370.20001220703125,368.8900146484375,369.54998779296875,1243301,16.709999084472656,16.75,16.56999969482422,16.655000686645508,3417356
2024-01-02 19:30:00+00:00,149.60499572753906,149.82989501953125,148.97000122070312,149.31500244140625,4052668,248.10000610351562,248.3800048828125,246.3300018310547,246.77999877929688,9630581,184.49000549316406,184.67999267578125,183.88499450683594,184.4199981689453,8238940,369.5400085449219,369.760009765625,368.2850036621094,369.32000732421875,1743397,16.655799865722656,16.68000030517578,16.5,16.587499618530273,4939960
2024-01-02 20:30:00+00:00,149.32000732421875,150.10000610351562,149.1300048828125,149.94000244140625,5602410,246.77000427246094,248.69000244140625,246.05999755859375,248.39999389648438,7973090,184.4199981689453,185.63999938964844,184.4149932861328,185.52499389648438,9447841,369.32000732421875,371.20001220703125,369.2257995605469,370.7300109863281,3235802,16.579999923706055,16.600000381469727,16.5,16.579999923706055,5436365
2024-01-03 14:30:00+00:00,149.67999267578125,151.0500030517578,149.55999755859375,150.00999450683594,10978736,245.5,245.67999267578125,236.32000732421875,237.93389892578125,40913390,184.66799926757812,185.8800048828125,183.6300048828125,183.9586944580078,15935130,369.55499267578125,373.2561950683594,369.3699951171875,372.1000061035156,5507684,16.190000534057617,16.3799991607666,16.040000915527344,16.125,15157074
